1-Wire/iButton Part Number: DS1922L
1-Wire/iButton Registration Number: 2700000077A49241
Mission in Progress?  true
SUTA Mission?  false
Waiting for Temperature Alarm?  false
Sample Rate:  Every 14400 second(s)
Mission Start Time:  Fri Sep 16 12:00:01 AKDT 2022
Mission Sample Count:  1757
Roll Over Enabled?  false(no rollover occurred)
First Sample Timestamp:  Fri Sep 16 12:00:01 AKDT 2022
Total Mission Samples:  1757
Total Device Samples:  4647
Temperature Logging:  0.5 C
Temperature High Alarm:  disabled
Temperature Low Alarm:  disabled
Data Logging:  disabled
Data High Alarm:  disabled
Data Low Alarm:  disabled

Date/Time,Unit,Value
9/16/22, 12:00:01 PM,C,1.056
9/16/22, 4:00:01 PM,C,1.559
9/16/22, 8:00:01 PM,C,1.559
9/17/22, 12:00:01 AM,C,1.559
9/17/22, 4:00:01 AM,C,1.559
9/17/22, 8:00:01 AM,C,1.559
9/17/22, 12:00:01 PM,C,1.559
9/17/22, 4:00:01 PM,C,1.559
9/17/22, 8:00:01 PM,C,1.559
9/18/22, 12:00:01 AM,C,1.559
9/18/22, 4:00:01 AM,C,1.559
9/18/22, 8:00:01 AM,C,1.056
9/18/22, 12:00:01 PM,C,1.559
9/18/22, 4:00:01 PM,C,1.559
9/18/22, 8:00:01 PM,C,1.559
9/19/22, 12:00:01 AM,C,1.559
9/19/22, 4:00:01 AM,C,1.559
9/19/22, 8:00:01 AM,C,1.056
9/19/22, 12:00:01 PM,C,1.056
9/19/22, 4:00:01 PM,C,1.056
9/19/22, 8:00:01 PM,C,1.559
9/20/22, 12:00:01 AM,C,1.056
9/20/22, 4:00:01 AM,C,1.056
9/20/22, 8:00:01 AM,C,1.056
9/20/22, 12:00:01 PM,C,1.056
9/20/22, 4:00:01 PM,C,1.056
9/20/22, 8:00:01 PM,C,1.056
9/21/22, 12:00:01 AM,C,1.056
9/21/22, 4:00:01 AM,C,1.056
9/21/22, 8:00:01 AM,C,0.552
9/21/22, 12:00:01 PM,C,0.552
9/21/22, 4:00:01 PM,C,0.552
9/21/22, 8:00:01 PM,C,1.056
9/22/22, 12:00:01 AM,C,0.552
9/22/22, 4:00:01 AM,C,0.552
9/22/22, 8:00:01 AM,C,0.552
9/22/22, 12:00:01 PM,C,0.552
9/22/22, 4:00:01 PM,C,0.552
9/22/22, 8:00:01 PM,C,0.552
9/23/22, 12:00:01 AM,C,0.552
9/23/22, 4:00:01 AM,C,0.552
9/23/22, 8:00:01 AM,C,0.552
9/23/22, 12:00:01 PM,C,0.552
9/23/22, 4:00:01 PM,C,0.552
9/23/22, 8:00:01 PM,C,0.552
9/24/22, 12:00:01 AM,C,0.552
9/24/22, 4:00:01 AM,C,0.552
9/24/22, 8:00:01 AM,C,0.552
9/24/22, 12:00:01 PM,C,0.552
9/24/22, 4:00:01 PM,C,0.552
9/24/22, 8:00:01 PM,C,0.552
9/25/22, 12:00:01 AM,C,0.552
9/25/22, 4:00:01 AM,C,0.552
9/25/22, 8:00:01 AM,C,0.552
