1-Wire/iButton Part Number: DS1922L
1-Wire/iButton Registration Number: 2900000077A6D941
Mission in Progress?  true
SUTA Mission?  false
Waiting for Temperature Alarm?  false
Sample Rate:  Every 14400 second(s)
Mission Start Time:  Fri Sep 16 12:00:01 AKDT 2022
Mission Sample Count:  1754
Roll Over Enabled?  false(no rollover occurred)
First Sample Timestamp:  Fri Sep 16 12:00:01 AKDT 2022
Total Mission Samples:  1754
Total Device Samples:  4644
Temperature Logging:  0.5 C
Temperature High Alarm:  disabled
Temperature Low Alarm:  disabled
Data Logging:  disabled
Data High Alarm:  disabled
Data Low Alarm:  disabled

Date/Time,Unit,Value
9/16/22, 12:00:01 PM,C,0.578
9/16/22, 4:00:01 PM,C,1.08
9/16/22, 8:00:01 PM,C,1.582
9/17/22, 12:00:01 AM,C,1.08
9/17/22, 4:00:01 AM,C,1.08
9/17/22, 8:00:01 AM,C,1.08
9/17/22, 12:00:01 PM,C,1.08
9/17/22, 4:00:01 PM,C,1.582
9/17/22, 8:00:01 PM,C,1.582
9/18/22, 12:00:01 AM,C,1.582
9/18/22, 4:00:01 AM,C,1.08
9/18/22, 8:00:01 AM,C,1.08
9/18/22, 12:00:01 PM,C,1.08
9/18/22, 4:00:01 PM,C,1.582
9/18/22, 8:00:01 PM,C,1.582
9/19/22, 12:00:01 AM,C,1.582
9/19/22, 4:00:01 AM,C,1.08
9/19/22, 8:00:01 AM,C,1.08
9/19/22, 12:00:01 PM,C,0.578
9/19/22, 4:00:01 PM,C,1.08
9/19/22, 8:00:01 PM,C,1.582
9/20/22, 12:00:01 AM,C,1.08
9/20/22, 4:00:01 AM,C,0.578
9/20/22, 8:00:01 AM,C,0.578
9/20/22, 12:00:01 PM,C,0.578
9/20/22, 4:00:01 PM,C,1.08
9/20/22, 8:00:01 PM,C,1.08
9/21/22, 12:00:01 AM,C,0.578
9/21/22, 4:00:01 AM,C,0.578
9/21/22, 8:00:01 AM,C,0.578
9/21/22, 12:00:01 PM,C,0.578
9/21/22, 4:00:01 PM,C,0.578
9/21/22, 8:00:01 PM,C,0.578
9/22/22, 12:00:01 AM,C,0.578
9/22/22, 4:00:01 AM,C,0.076
9/22/22, 8:00:01 AM,C,0.076
9/22/22, 12:00:01 PM,C,0.076
9/22/22, 4:00:01 PM,C,0.076
9/22/22, 8:00:01 PM,C,0.076
9/23/22, 12:00:01 AM,C,0.076
9/23/22, 4:00:01 AM,C,0.076
9/23/22, 8:00:01 AM,C,0.076
9/23/22, 12:00:01 PM,C,0.076
9/23/22, 4:00:01 PM,C,0.076
9/23/22, 8:00:01 PM,C,0.076
9/24/22, 12:00:01 AM,C,0.076
9/24/22, 4:00:01 AM,C,0.076
9/24/22, 8:00:01 AM,C,0.076
9/24/22, 12:00:01 PM,C,0.076
9/24/22, 4:00:01 PM,C,0.076
9/24/22, 8:00:01 PM,C,0.076
9/25/22, 12:00:01 AM,C,0.076
9/25/22, 4:00:01 AM,C,0.076
9/25/22, 8:00:01 AM,C,0.076
9/25/22, 12:00:01 PM,C,0.076
9/25/22, 4:00:01 PM,C,0.076
9/25/22, 8:00:01 PM,C,0.076
9/26/22, 12:00:01 AM,C,0.076
9/26/22, 4:00:01 AM,C,0.076
9/26/22, 8:00:01 AM,C,0.076
9/26/22, 12:00:01 PM,C,0.076
9/26/22, 4:00:01 PM,C,0.076
9/26/22, 8:00:01 PM,C,0.076
9/27/22, 12:00:01 AM,C,0.076
9/27/22, 4:00:01 AM,C,0.076
9/27/22, 8:00:01 AM,C,0.076
9/27/22, 12:00:01 PM,C,0.076
9/27/22, 4:00:01 PM,C,0.076
9/27/22, 8:00:01 PM,C,0.076
9/28/22, 12:00:01 AM,C,0.076
9/28/22, 4:00:01 AM,C,0.076
9/28/22, 8:00:01 AM,C,0.076
9/28/22, 12:00:01 PM,C,0.076
9/28/22, 4:00:01 PM,C,0.076
9/28/22, 8:00:01 PM,C,0.076
9/29/22, 12:00:01 AM,C,0.076
9/29/22, 4:00:01 AM,C,0.076
9/29/22, 8:00:01 AM,C,0.076
9/29/22, 12:00:01 PM,C,0.076
9/29/22, 4:00:01 PM,C,0.076
9/29/22, 8:00:01 PM,C,0.076
9/30/22, 12:00:01 AM,C,0.076
9/30/22, 4:00:01 AM,C,0.076
9/30/22, 8:00:01 AM,C,0.076
9/30/22, 12:00:01 PM,C,0.076
9/30/22, 4:00:01 PM,C,0.076
9/30/22, 8:00:01 PM,C,0.076
10/1/22, 12:00:01 AM,C,0.076
10/1/22, 4:00:01 AM,C,0.076
10/1/22, 8:00:01 AM,C,0.076
10/1/22, 12:00:01 PM,C,0.076
10/1/22, 4:00:01 PM,C,0.076
10/1/22, 8:00:01 PM,C,0.076
10/2/22, 12:00:01 AM,C,0.076
10/2/22, 4:00:01 AM,C,0.076
10/2/22, 8:00:01 AM,C,0.076
10/2/22, 12:00:01 PM,C,0.076
10/2/22, 4:00:01 PM,C,0.076
10/2/22, 8:00:01 PM,C,0.076
10/3/22, 12:00:01 AM,C,0.076
10/3/22, 4:00:01 AM,C,0.076
10/3/22, 8:00:01 AM,C,0.076
10/3/22, 12:00:01 PM,C,0.076
10/3/22, 4:00:01 PM,C,0.076
10/3/22, 8:00:01 PM,C,0.076
10/4/22, 12:00:01 AM,C,0.076
10/4/22, 4:00:01 AM,C,0.076
10/4/22, 8:00:01 AM,C,0.076
10/4/22, 12:00:01 PM,C,0.076
10/4/22, 4:00:01 PM,C,0.076
10/4/22, 8:00:01 PM,C,0.076
10/5/22, 12:00:01 AM,C,0.076
10/5/22, 4:00:01 AM,C,0.076
10/5/22, 8:00:01 AM,C,0.076
10/5/22, 12:00:01 PM,C,0.076
10/5/22, 4:00:01 PM,C,0.076
10/5/22, 8:00:01 PM,C,0.076
10/6/22, 12:00:01 AM,C,0.076
10/6/22, 4:00:01 AM,C,0.076
10/6/22, 8:00:01 AM,C,0.076
10/6/22, 12:00:01 PM,C,0.076
10/6/22, 4:00:01 PM,C,0.076
10/6/22, 8:00:01 PM,C,0.076
10/7/22, 12:00:01 AM,C,0.076
10/7/22, 4:00:01 AM,C,0.076
10/7/22, 8:00:01 AM,C,0.076
10/7/22, 12:00:01 PM,C,0.076
10/7/22, 4:00:01 PM,C,0.076
10/7/22, 8:00:01 PM,C,0.076
10/8/22, 12:00:01 AM,C,0.076
10/8/22, 4:00:01 AM,C,0.076
10/8/22, 8:00:01 AM,C,0.076
10/8/22, 12:00:01 PM,C,0.076
10/8/22, 4:00:01 PM,C,0.076
10/8/22, 8:00:01 PM,C,0.076
10/9/22, 12:00:01 AM,C,0.076
10/9/22, 4:00:01 AM,C,0.076
10/9/22, 8:00:01 AM,C,0.076
10/9/22, 12:00:01 PM,C,0.076
10/9/22, 4:00:01 PM,C,0.076
10/9/22, 8:00:01 PM,C,0.076
10/10/22, 12:00:01 AM,C,0.076
10/10/22, 4:00:01 AM,C,0.076
10/10/22, 8:00:01 AM,C,0.076
10/10/22, 12:00:01 PM,C,0.076
10/10/22, 4:00:01 PM,C,0.076
10/10/22, 8:00:01 PM,C,0.076
10/11/22, 12:00:01 AM,C,0.076
10/11/22, 4:00:01 AM,C,0.076
10/11/22, 8:00:01 AM,C,0.076
10/11/22, 12:00:01 PM,C,0.076
10/11/22, 4:00:01 PM,C,0.076
10/11/22, 8:00:01 PM,C,0.076
10/12/22, 12:00:01 AM,C,0.076
10/12/22, 4:00:01 AM,C,0.076
10/12/22, 8:00:01 AM,C,0.076
10/12/22, 12:00:01 PM,C,0.076
10/12/22, 4:00:01 PM,C,0.076
10/12/22, 8:00:01 PM,C,0.076
10/13/22, 12:00:01 AM,C,0.076
10/13/22, 4:00:01 AM,C,0.076
10/13/22, 8:00:01 AM,C,0.076
10/13/22, 12:00:01 PM,C,0.076
10/13/22, 4:00:01 PM,C,0.076
10/13/22, 8:00:01 PM,C,0.076
10/14/22, 12:00:01 AM,C,0.076
10/14/22, 4:00:01 AM,C,0.076
10/14/22, 8:00:01 AM,C,0.076
10/14/22, 12:00:01 PM,C,0.076
10/14/22, 4:00:01 PM,C,0.076
10/14/22, 8:00:01 PM,C,0.076
10/15/22, 12:00:01 AM,C,-0.426
10/15/22, 4:00:01 AM,C,-0.426
10/15/22, 8:00:01 AM,C,-0.426
10/15/22, 12:00:01 PM,C,-0.426
10/15/22, 4:00:01 PM,C,-0.426
10/15/22, 8:00:01 PM,C,-0.426
10/16/22, 12:00:01 AM,C,-0.426
10/16/22, 4:00:01 AM,C,-0.426
10/16/22, 8:00:01 AM,C,-0.426
10/16/22, 12:00:01 PM,C,-0.426
10/16/22, 4:00:01 PM,C,-0.426
10/16/22, 8:00:01 PM,C,0.076
10/17/22, 12:00:01 AM,C,0.076
10/17/22, 4:00:01 AM,C,-0.426
10/17/22, 8:00:01 AM,C,-0.426
