1-Wire/iButton Part Number: DS1921G-F5
1-Wire/iButton Registration Number: D80000005FC02421
Is Mission Active?  true
Mission Start:  Fri Jul 29 23:01:00 AKDT 2022
Sample Rate:  Every 60 minute(s)
Number of Mission Samples:  809
Total Samples:  809
Roll Over Enabled?  false
Roll Over Occurred?  Roll over has NOT occurred
Active Alarms:  None fired
Next Clock Alarm At:  Disabled
High Temperature Alarm:  85 °C
Low Temperature Alarm:  -40 °C

Date/Time,Unit,Value
7/29/22, 11:01:00 PM,C,8.5
7/30/22, 12:01:00 AM,C,7
7/30/22, 1:01:00 AM,C,6.5
7/30/22, 2:01:00 AM,C,4.5
7/30/22, 3:01:00 AM,C,3.5
7/30/22, 4:01:00 AM,C,3
7/30/22, 5:01:00 AM,C,3.5
7/30/22, 6:01:00 AM,C,5
7/30/22, 7:01:00 AM,C,6
7/30/22, 8:01:00 AM,C,8
7/30/22, 9:01:00 AM,C,10
7/30/22, 10:01:00 AM,C,13.5
7/30/22, 11:01:00 AM,C,16
7/30/22, 12:01:00 PM,C,18.5
7/30/22, 1:01:00 PM,C,20.5
7/30/22, 2:01:00 PM,C,23
7/30/22, 3:01:00 PM,C,21.5
7/30/22, 4:01:00 PM,C,19.5
7/30/22, 5:01:00 PM,C,18.5
7/30/22, 6:01:00 PM,C,15.5
7/30/22, 7:01:00 PM,C,14
7/30/22, 8:01:00 PM,C,13
7/30/22, 9:01:00 PM,C,11.5
7/30/22, 10:01:00 PM,C,10
7/30/22, 11:01:00 PM,C,9
7/31/22, 12:01:00 AM,C,8
7/31/22, 1:01:00 AM,C,7
7/31/22, 2:01:00 AM,C,6
7/31/22, 3:01:00 AM,C,6
7/31/22, 4:01:00 AM,C,6.5
7/31/22, 5:01:00 AM,C,7.5
7/31/22, 6:01:00 AM,C,8.5
7/31/22, 7:01:00 AM,C,9
7/31/22, 8:01:00 AM,C,10.5
7/31/22, 9:01:00 AM,C,12
7/31/22, 10:01:00 AM,C,14
7/31/22, 11:01:00 AM,C,14.5
7/31/22, 12:01:00 PM,C,15
7/31/22, 1:01:00 PM,C,14.5
7/31/22, 2:01:00 PM,C,15.5
