1-Wire/iButton Part Number: DS1921G-F5
1-Wire/iButton Registration Number: 1500000039EC6F21
Is Mission Active?  true
Mission Start:  Sat Jun 11 23:01:00 AKDT 2022
Sample Rate:  Every 60 minute(s)
Number of Mission Samples:  1936
Total Samples:  47943
Roll Over Enabled?  false
Roll Over Occurred?  Roll over has NOT occurred
Active Alarms:  None fired
Next Clock Alarm At:  Disabled
High Temperature Alarm:  85 °C
Low Temperature Alarm:  -40 °C

Date/Time,Unit,Value
6/11/22, 11:01:00 PM,C,-0.5
6/12/22, 12:01:00 AM,C,-1
6/12/22, 1:01:00 AM,C,-0.5
6/12/22, 2:01:00 AM,C,-0.5
6/12/22, 3:01:00 AM,C,0
6/12/22, 4:01:00 AM,C,0
6/12/22, 5:01:00 AM,C,0.5
6/12/22, 6:01:00 AM,C,1
6/12/22, 7:01:00 AM,C,3
6/12/22, 8:01:00 AM,C,4.5
6/12/22, 9:01:00 AM,C,6
6/12/22, 10:01:00 AM,C,5.5
6/12/22, 11:01:00 AM,C,10
6/12/22, 12:01:00 PM,C,14
6/12/22, 1:01:00 PM,C,11
6/12/22, 2:01:00 PM,C,12.5
6/12/22, 3:01:00 PM,C,10
6/12/22, 4:01:00 PM,C,8.5
6/12/22, 5:01:00 PM,C,7
6/12/22, 6:01:00 PM,C,5.5
6/12/22, 7:01:00 PM,C,4
6/12/22, 8:01:00 PM,C,3
6/12/22, 9:01:00 PM,C,1.5
6/12/22, 10:01:00 PM,C,0
6/12/22, 11:01:00 PM,C,-0.5
6/13/22, 12:01:00 AM,C,-0.5
6/13/22, 1:01:00 AM,C,-0.5
6/13/22, 2:01:00 AM,C,-0.5
6/13/22, 3:01:00 AM,C,-0.5
6/13/22, 4:01:00 AM,C,0
6/13/22, 5:01:00 AM,C,0.5
6/13/22, 6:01:00 AM,C,4
6/13/22, 7:01:00 AM,C,9
6/13/22, 8:01:00 AM,C,12.5
6/13/22, 9:01:00 AM,C,13.5
6/13/22, 10:01:00 AM,C,13
6/13/22, 11:01:00 AM,C,12.5
6/13/22, 12:01:00 PM,C,12.5
6/13/22, 1:01:00 PM,C,13
6/13/22, 2:01:00 PM,C,12.5
6/13/22, 3:01:00 PM,C,12.5
6/13/22, 4:01:00 PM,C,11
6/13/22, 5:01:00 PM,C,10
6/13/22, 6:01:00 PM,C,7
6/13/22, 7:01:00 PM,C,5.5
6/13/22, 8:01:00 PM,C,4
6/13/22, 9:01:00 PM,C,2.5
6/13/22, 10:01:00 PM,C,0.5
6/13/22, 11:01:00 PM,C,-0.5
6/14/22, 12:01:00 AM,C,-2
6/14/22, 1:01:00 AM,C,-1
6/14/22, 2:01:00 AM,C,0.5
6/14/22, 3:01:00 AM,C,0.5
6/14/22, 4:01:00 AM,C,2.5
6/14/22, 5:01:00 AM,C,5
6/14/22, 6:01:00 AM,C,9
6/14/22, 7:01:00 AM,C,12
6/14/22, 8:01:00 AM,C,16
6/14/22, 9:01:00 AM,C,20
6/14/22, 10:01:00 AM,C,20
6/14/22, 11:01:00 AM,C,20.5
6/14/22, 12:01:00 PM,C,20
6/14/22, 1:01:00 PM,C,17
6/14/22, 2:01:00 PM,C,17.5
