1-Wire/iButton Part Number: DS1921G-F5
1-Wire/iButton Registration Number: A300000039D06121
Is Mission Active?  true
Mission Start:  Sat Jun 11 23:01:00 AKDT 2022
Sample Rate:  Every 60 minute(s)
Number of Mission Samples:  1936
Total Samples:  49633
Roll Over Enabled?  false
Roll Over Occurred?  Roll over has NOT occurred
Active Alarms:  None fired
Next Clock Alarm At:  Disabled
High Temperature Alarm:  85 °C
Low Temperature Alarm:  -40 °C

Date/Time,Unit,Value
6/11/22, 11:01:00 PM,C,0
6/12/22, 12:01:00 AM,C,0
6/12/22, 1:01:00 AM,C,0
6/12/22, 2:01:00 AM,C,0
6/12/22, 3:01:00 AM,C,0.5
6/12/22, 4:01:00 AM,C,0.5
6/12/22, 5:01:00 AM,C,2
6/12/22, 6:01:00 AM,C,2.5
6/12/22, 7:01:00 AM,C,4.5
6/12/22, 8:01:00 AM,C,6
6/12/22, 9:01:00 AM,C,7.5
6/12/22, 10:01:00 AM,C,7
6/12/22, 11:01:00 AM,C,12
6/12/22, 12:01:00 PM,C,14
6/12/22, 1:01:00 PM,C,11.5
6/12/22, 2:01:00 PM,C,13
6/12/22, 3:01:00 PM,C,11.5
6/12/22, 4:01:00 PM,C,9.5
6/12/22, 5:01:00 PM,C,8.5
6/12/22, 6:01:00 PM,C,7
6/12/22, 7:01:00 PM,C,5.5
6/12/22, 8:01:00 PM,C,4
6/12/22, 9:01:00 PM,C,2.5
6/12/22, 10:01:00 PM,C,1
6/12/22, 11:01:00 PM,C,0.5
6/13/22, 12:01:00 AM,C,0.5
6/13/22, 1:01:00 AM,C,0
6/13/22, 2:01:00 AM,C,0
6/13/22, 3:01:00 AM,C,0
6/13/22, 4:01:00 AM,C,0.5
6/13/22, 5:01:00 AM,C,1
6/13/22, 6:01:00 AM,C,3
6/13/22, 7:01:00 AM,C,7
6/13/22, 8:01:00 AM,C,10.5
6/13/22, 9:01:00 AM,C,13
6/13/22, 10:01:00 AM,C,13
6/13/22, 11:01:00 AM,C,12.5
6/13/22, 12:01:00 PM,C,12
6/13/22, 1:01:00 PM,C,12.5
6/13/22, 2:01:00 PM,C,11.5
6/13/22, 3:01:00 PM,C,12
6/13/22, 4:01:00 PM,C,10.5
6/13/22, 5:01:00 PM,C,9.5
6/13/22, 6:01:00 PM,C,7.5
6/13/22, 7:01:00 PM,C,6.5
6/13/22, 8:01:00 PM,C,4.5
6/13/22, 9:01:00 PM,C,3
6/13/22, 10:01:00 PM,C,1.5
6/13/22, 11:01:00 PM,C,0.5
6/14/22, 12:01:00 AM,C,-0.5
6/14/22, 1:01:00 AM,C,-0.5
6/14/22, 2:01:00 AM,C,0
6/14/22, 3:01:00 AM,C,0
6/14/22, 4:01:00 AM,C,0.5
6/14/22, 5:01:00 AM,C,3
6/14/22, 6:01:00 AM,C,5.5
6/14/22, 7:01:00 AM,C,8.5
6/14/22, 8:01:00 AM,C,12.5
6/14/22, 9:01:00 AM,C,16.5
6/14/22, 10:01:00 AM,C,17.5
6/14/22, 11:01:00 AM,C,18
6/14/22, 12:01:00 PM,C,18
6/14/22, 1:01:00 PM,C,17
6/14/22, 2:01:00 PM,C,17
6/14/22, 3:01:00 PM,C,15
6/14/22, 4:01:00 PM,C,13
6/14/22, 5:01:00 PM,C,11
6/14/22, 6:01:00 PM,C,10
6/14/22, 7:01:00 PM,C,9
6/14/22, 8:01:00 PM,C,7
6/14/22, 9:01:00 PM,C,4.5
6/14/22, 10:01:00 PM,C,2.5
6/14/22, 11:01:00 PM,C,1.5
6/15/22, 12:01:00 AM,C,1
6/15/22, 1:01:00 AM,C,1.5
6/15/22, 2:01:00 AM,C,1.5
6/15/22, 3:01:00 AM,C,3
